DIETARY,MICROBE,EVIDENCE,QUESTIONS,RELATION
milk,Ralstonia pickettii,"These differences in microbiome composition were mostly represented by Pseudomonas aeruginosa, Lactobacillus crispatus, Klebsiella oxytoca, Enterococcus faecalis, Pantoea dispersa in CM-cows (feces and milk), and Muribaculum spp., Duncaniella spp., Muribaculum intestinale, Bifidobacterium animalis, Escherichia coli, Staphylococcus aureus, Massilia oculi, Ralstonia pickettii in CM-mice (feces and mammary tissues).",What is the relation between milk and Ralstonia pickettii?,relate
milk,Klebsiella oxytoca,"These differences in microbiome composition were mostly represented by Pseudomonas aeruginosa, Lactobacillus crispatus, Klebsiella oxytoca, Enterococcus faecalis, Pantoea dispersa in CM-cows (feces and milk), and Muribaculum spp., Duncaniella spp., Muribaculum intestinale, Bifidobacterium animalis, Escherichia coli, Staphylococcus aureus, Massilia oculi, Ralstonia pickettii in CM-mice (feces and mammary tissues).",What is the relation between milk and Klebsiella oxytoca?,relate
milk,Escherichia coli,"These differences in microbiome composition were mostly represented by Pseudomonas aeruginosa, Lactobacillus crispatus, Klebsiella oxytoca, Enterococcus faecalis, Pantoea dispersa in CM-cows (feces and milk), and Muribaculum spp., Duncaniella spp., Muribaculum intestinale, Bifidobacterium animalis, Escherichia coli, Staphylococcus aureus, Massilia oculi, Ralstonia pickettii in CM-mice (feces and mammary tissues).",What is the relation between milk and Escherichia coli?,relate
milk,Pantoea dispersa,"These differences in microbiome composition were mostly represented by Pseudomonas aeruginosa, Lactobacillus crispatus, Klebsiella oxytoca, Enterococcus faecalis, Pantoea dispersa in CM-cows (feces and milk), and Muribaculum spp., Duncaniella spp., Muribaculum intestinale, Bifidobacterium animalis, Escherichia coli, Staphylococcus aureus, Massilia oculi, Ralstonia pickettii in CM-mice (feces and mammary tissues).",What is the relation between milk and Pantoea dispersa?,relate
milk,Bifidobacterium,"These differences in microbiome composition were mostly represented by Pseudomonas aeruginosa, Lactobacillus crispatus, Klebsiella oxytoca, Enterococcus faecalis, Pantoea dispersa in CM-cows (feces and milk), and Muribaculum spp., Duncaniella spp., Muribaculum intestinale, Bifidobacterium animalis, Escherichia coli, Staphylococcus aureus, Massilia oculi, Ralstonia pickettii in CM-mice (feces and mammary tissues).",What is the relation between milk and Bifidobacterium?,relate
milk,Staphylococcus,"These differences in microbiome composition were mostly represented by Pseudomonas aeruginosa, Lactobacillus crispatus, Klebsiella oxytoca, Enterococcus faecalis, Pantoea dispersa in CM-cows (feces and milk), and Muribaculum spp., Duncaniella spp., Muribaculum intestinale, Bifidobacterium animalis, Escherichia coli, Staphylococcus aureus, Massilia oculi, Ralstonia pickettii in CM-mice (feces and mammary tissues).",What is the relation between milk and Staphylococcus?,relate
milk,Lactobacillus,"These differences in microbiome composition were mostly represented by Pseudomonas aeruginosa, Lactobacillus crispatus, Klebsiella oxytoca, Enterococcus faecalis, Pantoea dispersa in CM-cows (feces and milk), and Muribaculum spp., Duncaniella spp., Muribaculum intestinale, Bifidobacterium animalis, Escherichia coli, Staphylococcus aureus, Massilia oculi, Ralstonia pickettii in CM-mice (feces and mammary tissues).",What is the relation between milk and Lactobacillus?,relate
milk,Enterococcus,"These differences in microbiome composition were mostly represented by Pseudomonas aeruginosa, Lactobacillus crispatus, Klebsiella oxytoca, Enterococcus faecalis, Pantoea dispersa in CM-cows (feces and milk), and Muribaculum spp., Duncaniella spp., Muribaculum intestinale, Bifidobacterium animalis, Escherichia coli, Staphylococcus aureus, Massilia oculi, Ralstonia pickettii in CM-mice (feces and mammary tissues).",What is the relation between milk and Enterococcus?,relate
milk,Escherichia,"These differences in microbiome composition were mostly represented by Pseudomonas aeruginosa, Lactobacillus crispatus, Klebsiella oxytoca, Enterococcus faecalis, Pantoea dispersa in CM-cows (feces and milk), and Muribaculum spp., Duncaniella spp., Muribaculum intestinale, Bifidobacterium animalis, Escherichia coli, Staphylococcus aureus, Massilia oculi, Ralstonia pickettii in CM-mice (feces and mammary tissues).",What is the relation between milk and Escherichia?,relate
milk,Pseudomonas,"These differences in microbiome composition were mostly represented by Pseudomonas aeruginosa, Lactobacillus crispatus, Klebsiella oxytoca, Enterococcus faecalis, Pantoea dispersa in CM-cows (feces and milk), and Muribaculum spp., Duncaniella spp., Muribaculum intestinale, Bifidobacterium animalis, Escherichia coli, Staphylococcus aureus, Massilia oculi, Ralstonia pickettii in CM-mice (feces and mammary tissues).",What is the relation between milk and Pseudomonas?,relate
milk,Klebsiella,"These differences in microbiome composition were mostly represented by Pseudomonas aeruginosa, Lactobacillus crispatus, Klebsiella oxytoca, Enterococcus faecalis, Pantoea dispersa in CM-cows (feces and milk), and Muribaculum spp., Duncaniella spp., Muribaculum intestinale, Bifidobacterium animalis, Escherichia coli, Staphylococcus aureus, Massilia oculi, Ralstonia pickettii in CM-mice (feces and mammary tissues).",What is the relation between milk and Klebsiella?,relate
milk,Ralstonia,"These differences in microbiome composition were mostly represented by Pseudomonas aeruginosa, Lactobacillus crispatus, Klebsiella oxytoca, Enterococcus faecalis, Pantoea dispersa in CM-cows (feces and milk), and Muribaculum spp., Duncaniella spp., Muribaculum intestinale, Bifidobacterium animalis, Escherichia coli, Staphylococcus aureus, Massilia oculi, Ralstonia pickettii in CM-mice (feces and mammary tissues).",What is the relation between milk and Ralstonia?,relate
milk,Massilia,"These differences in microbiome composition were mostly represented by Pseudomonas aeruginosa, Lactobacillus crispatus, Klebsiella oxytoca, Enterococcus faecalis, Pantoea dispersa in CM-cows (feces and milk), and Muribaculum spp., Duncaniella spp., Muribaculum intestinale, Bifidobacterium animalis, Escherichia coli, Staphylococcus aureus, Massilia oculi, Ralstonia pickettii in CM-mice (feces and mammary tissues).",What is the relation between milk and Massilia?,relate
milk,Pantoea,"These differences in microbiome composition were mostly represented by Pseudomonas aeruginosa, Lactobacillus crispatus, Klebsiella oxytoca, Enterococcus faecalis, Pantoea dispersa in CM-cows (feces and milk), and Muribaculum spp., Duncaniella spp., Muribaculum intestinale, Bifidobacterium animalis, Escherichia coli, Staphylococcus aureus, Massilia oculi, Ralstonia pickettii in CM-mice (feces and mammary tissues).",What is the relation between milk and Pantoea?,relate
corn,Butyrivibrio fibrisolvens,"Within blocks cows were randomly assigned to a basal diet with a 150 g/d ground corn topdress and no MFS (control), the basal diet supplemented with a 5 g/d dose of Clostridium beijerinckii ASCUSDY20 and Pichia kudriavzevii ASCUSDY21 in a carrier mixed with a 150 g/d ground corn topdress (MFS1), or the basal diet with a 5 g/d dose of Ruminococcus bovis ASCUSDY10, Butyrivibrio fibrisolvens ASCUSDY19, Clostridium beijerinckii ASCUSDY20, and Pichia kudriavzevii ASCUSDY21 in a carrier mixed in a 150 g/d ground corn topdress (MFS2) for 140 d. Cows were fed the diets as a total mixed ration (TMR) for ad libitum DMI once daily.",What is the relation between corn and Butyrivibrio fibrisolvens?,negative
corn,Clostridium beijerinckii,"Within blocks cows were randomly assigned to a basal diet with a 150 g/d ground corn topdress and no MFS (control), the basal diet supplemented with a 5 g/d dose of Clostridium beijerinckii ASCUSDY20 and Pichia kudriavzevii ASCUSDY21 in a carrier mixed with a 150 g/d ground corn topdress (MFS1), or the basal diet with a 5 g/d dose of Ruminococcus bovis ASCUSDY10, Butyrivibrio fibrisolvens ASCUSDY19, Clostridium beijerinckii ASCUSDY20, and Pichia kudriavzevii ASCUSDY21 in a carrier mixed in a 150 g/d ground corn topdress (MFS2) for 140 d. Cows were fed the diets as a total mixed ration (TMR) for ad libitum DMI once daily.",What is the relation between corn and Clostridium beijerinckii?,negative
corn,Butyrivibrio,"Within blocks cows were randomly assigned to a basal diet with a 150 g/d ground corn topdress and no MFS (control), the basal diet supplemented with a 5 g/d dose of Clostridium beijerinckii ASCUSDY20 and Pichia kudriavzevii ASCUSDY21 in a carrier mixed with a 150 g/d ground corn topdress (MFS1), or the basal diet with a 5 g/d dose of Ruminococcus bovis ASCUSDY10, Butyrivibrio fibrisolvens ASCUSDY19, Clostridium beijerinckii ASCUSDY20, and Pichia kudriavzevii ASCUSDY21 in a carrier mixed in a 150 g/d ground corn topdress (MFS2) for 140 d. Cows were fed the diets as a total mixed ration (TMR) for ad libitum DMI once daily.",What is the relation between corn and Butyrivibrio?,negative
corn,Ruminococcus,"Within blocks cows were randomly assigned to a basal diet with a 150 g/d ground corn topdress and no MFS (control), the basal diet supplemented with a 5 g/d dose of Clostridium beijerinckii ASCUSDY20 and Pichia kudriavzevii ASCUSDY21 in a carrier mixed with a 150 g/d ground corn topdress (MFS1), or the basal diet with a 5 g/d dose of Ruminococcus bovis ASCUSDY10, Butyrivibrio fibrisolvens ASCUSDY19, Clostridium beijerinckii ASCUSDY20, and Pichia kudriavzevii ASCUSDY21 in a carrier mixed in a 150 g/d ground corn topdress (MFS2) for 140 d. Cows were fed the diets as a total mixed ration (TMR) for ad libitum DMI once daily.",What is the relation between corn and Ruminococcus?,negative
corn,Clostridium,"Within blocks cows were randomly assigned to a basal diet with a 150 g/d ground corn topdress and no MFS (control), the basal diet supplemented with a 5 g/d dose of Clostridium beijerinckii ASCUSDY20 and Pichia kudriavzevii ASCUSDY21 in a carrier mixed with a 150 g/d ground corn topdress (MFS1), or the basal diet with a 5 g/d dose of Ruminococcus bovis ASCUSDY10, Butyrivibrio fibrisolvens ASCUSDY19, Clostridium beijerinckii ASCUSDY20, and Pichia kudriavzevii ASCUSDY21 in a carrier mixed in a 150 g/d ground corn topdress (MFS2) for 140 d. Cows were fed the diets as a total mixed ration (TMR) for ad libitum DMI once daily.",What is the relation between corn and Clostridium?,negative
trout,Lactobacillus sakei,"In this study, we used rainbow trout (Oncorhynchus mykiss) as a model to investigate the internal mechanisms of host-microbiome interactions influenced by two probiotic bacteria, Bacillus velezensis and Lactobacillus sakei.",What is the relation between trout and Lactobacillus sakei?,relate
trout,Lactobacillus,"In this study, we used rainbow trout (Oncorhynchus mykiss) as a model to investigate the internal mechanisms of host-microbiome interactions influenced by two probiotic bacteria, Bacillus velezensis and Lactobacillus sakei.",What is the relation between trout and Lactobacillus?,relate
trout,Bacillus,"In this study, we used rainbow trout (Oncorhynchus mykiss) as a model to investigate the internal mechanisms of host-microbiome interactions influenced by two probiotic bacteria, Bacillus velezensis and Lactobacillus sakei.",What is the relation between trout and Bacillus?,relate
trout,Aeromonas,"Our results showed that both probiotics had a positive effect on growth, immunity, serum enzyme activity, the gut microbiome, and resistance to Aeromonas salmonicida in rainbow trout.",What is the relation between trout and Aeromonas?,negative
fish,Lactobacillus sakei,"Given the active interactions between the gut microbiota and fish immune and growth performance, we conducted the supplementation experiments with the probiotics Bacillus velezensis and Lactobacillus sakei.",What is the relation between fish and Lactobacillus sakei?,negative
fish,Lactobacillus,"Given the active interactions between the gut microbiota and fish immune and growth performance, we conducted the supplementation experiments with the probiotics Bacillus velezensis and Lactobacillus sakei.",What is the relation between fish and Lactobacillus?,negative
fish,Bacillus,"Given the active interactions between the gut microbiota and fish immune and growth performance, we conducted the supplementation experiments with the probiotics Bacillus velezensis and Lactobacillus sakei.",What is the relation between fish and Bacillus?,negative
yogurt,Dorea longicatena,"RESULTS: In obese mice, relative to the WD control group, yogurt supplementation attenuated HOMA-IR by 57% (P = 0.020), plasma TNF-α by 31% (P < 0.05) and colonic IFN-γ by 46% (P = 0.0034), which were accompanied by a 40% reduction in plasma LPS binding protein (LBP) (P = 0.0019) and 45% less colonic Lbp expression (P = 0.037), as well as alteration in the beta diversity of cecal microbiota (P = 0.0090) and relative abundance of certain cecal microbes (e.g., Lachnospiraceae Dorea longicatena with P = 0.049).",What is the relation between yogurt and Dorea longicatena?,negative
yogurt,Lachnospiraceae,"RESULTS: In obese mice, relative to the WD control group, yogurt supplementation attenuated HOMA-IR by 57% (P = 0.020), plasma TNF-α by 31% (P < 0.05) and colonic IFN-γ by 46% (P = 0.0034), which were accompanied by a 40% reduction in plasma LPS binding protein (LBP) (P = 0.0019) and 45% less colonic Lbp expression (P = 0.037), as well as alteration in the beta diversity of cecal microbiota (P = 0.0090) and relative abundance of certain cecal microbes (e.g., Lachnospiraceae Dorea longicatena with P = 0.049).",What is the relation between yogurt and Lachnospiraceae?,negative
yogurt,Dorea,"RESULTS: In obese mice, relative to the WD control group, yogurt supplementation attenuated HOMA-IR by 57% (P = 0.020), plasma TNF-α by 31% (P < 0.05) and colonic IFN-γ by 46% (P = 0.0034), which were accompanied by a 40% reduction in plasma LPS binding protein (LBP) (P = 0.0019) and 45% less colonic Lbp expression (P = 0.037), as well as alteration in the beta diversity of cecal microbiota (P = 0.0090) and relative abundance of certain cecal microbes (e.g., Lachnospiraceae Dorea longicatena with P = 0.049).",What is the relation between yogurt and Dorea?,negative
Turkey,Shewanella algae,"After seawater baths in Antalya, Turkey, a 55-year-old man suffered from Shewanella algae bacteraemia.",What is the relation between Turkey and Shewanella algae?,positive
Turkey,Shewanella,"After seawater baths in Antalya, Turkey, a 55-year-old man suffered from Shewanella algae bacteraemia.",What is the relation between Turkey and Shewanella?,positive
chicken,Salmonella,"Since human infections are mainly associated with consuming contaminated chicken products, strategies to reduce Salmonella carriage and shedding are essential.",What is the relation between chicken and Salmonella?,negative
honey,Prevotella,"Consistently, since honey contains high isomaltose content, mice fed IMO and honey displayed an increased relative abundance of Prevotella in the colon.",What is the relation between honey and Prevotella?,positive
yogurt,Lactobacillus,"By measuring the microbial load of yogurt samples, the OP (1 and 3%) contributes to the growth of probiotics (Lactobacillus spp) in yogurt samples and reduces harmful microbes.",What is the relation between yogurt and Lactobacillus?,negative
cucumber,Bacillus cereus,"The maximum reduction of macerated tissue in carrot, potato, and cucumber was given by Bacillus cereus RC1 at 91.22, 97.59, and 88.78%, respectively.",What is the relation between cucumber and Bacillus cereus?,negative
cucumber,Bacillus,"The maximum reduction of macerated tissue in carrot, potato, and cucumber was given by Bacillus cereus RC1 at 91.22, 97.59, and 88.78%, respectively.",What is the relation between cucumber and Bacillus?,negative
carrot,Bacillus cereus,"The maximum reduction of macerated tissue in carrot, potato, and cucumber was given by Bacillus cereus RC1 at 91.22, 97.59, and 88.78%, respectively.",What is the relation between carrot and Bacillus cereus?,negative
carrot,Bacillus,"The maximum reduction of macerated tissue in carrot, potato, and cucumber was given by Bacillus cereus RC1 at 91.22, 97.59, and 88.78%, respectively.",What is the relation between carrot and Bacillus?,negative
potato,Bacillus cereus,"The maximum reduction of macerated tissue in carrot, potato, and cucumber was given by Bacillus cereus RC1 at 91.22, 97.59, and 88.78%, respectively.",What is the relation between potato and Bacillus cereus?,negative
potato,Bacillus,"The maximum reduction of macerated tissue in carrot, potato, and cucumber was given by Bacillus cereus RC1 at 91.22, 97.59, and 88.78%, respectively.",What is the relation between potato and Bacillus?,negative
corn,Lactobacillus,"Diets consisted of a corn-soybean meal-based diet (BD), a wheat-soybean meal-based diet (WD), and WD supplemented multi-enzymes (WED) or combined with inactivated Lactobacillus (WEPD).",What is the relation between corn and Lactobacillus?,negative
rice,Burkholderia gladioli,"Here, we report that a rice-associated mycophagous bacterium Burkholderia gladioli strain NGJ1 encodes two paralogues of rpoN viz.",What is the relation between rice and Burkholderia gladioli?,positive
rice,Burkholderia,"Here, we report that a rice-associated mycophagous bacterium Burkholderia gladioli strain NGJ1 encodes two paralogues of rpoN viz.",What is the relation between rice and Burkholderia?,relate
shrimp,Propionigenium,"Further, intestinal microbiomes in WG shrimp were less diverse and had higher abundance of bacteria from the genera Vibrio and Propionigenium.",What is the relation between shrimp and Propionigenium?,negative
shrimp,Vibrio,"Further, intestinal microbiomes in WG shrimp were less diverse and had higher abundance of bacteria from the genera Vibrio and Propionigenium.",What is the relation between shrimp and Vibrio?,positive
water,Escherichia coli,"The data showed that the level of chlorinated water currently used in industry for tempering could reduce enteric pathogen numbers by 1.22 log CFU/g for Shiga toxin-producing Escherichia coli and 2.29 log CFU/g for Salmonella, with no significant effects on flour quality and gluten functionality.",What is the relation between water and Escherichia coli?,negative
water,Escherichia,"The data showed that the level of chlorinated water currently used in industry for tempering could reduce enteric pathogen numbers by 1.22 log CFU/g for Shiga toxin-producing Escherichia coli and 2.29 log CFU/g for Salmonella, with no significant effects on flour quality and gluten functionality.",What is the relation between water and Escherichia?,negative
water,Salmonella,"The data showed that the level of chlorinated water currently used in industry for tempering could reduce enteric pathogen numbers by 1.22 log CFU/g for Shiga toxin-producing Escherichia coli and 2.29 log CFU/g for Salmonella, with no significant effects on flour quality and gluten functionality.",What is the relation between water and Salmonella?,negative
water,Cyanobacteria,"After the spiny water flea invasion, Cyanobacteria dominance crept earlier into clearwater; and after the zebra mussel invasion, Cyanobacteria abundance crept even earlier into the diatom-dominated spring.",What is the relation between water and Cyanobacteria?,positive
water,Cyanobacteria,"During summer, the spiny water flea invasion sparked a cascade of shifting diversity where zooplankton diversity decreased and Cyanobacteria diversity increased.",What is the relation between water and Cyanobacteria?,positive
water,Cyanobacteria,"The proportion of the bacterial community that changed differed by season; spring and clearwater communities changed most following the spiny water flea invasion that lessened clearwater intensity, while summer communities changed least following the zebra mussel invasion despite the shifts in Cyanobacteria diversity and toxicity.",What is the relation between water and Cyanobacteria?,negative
cucumber,Streptomyces,"Based on their ability to produce a wide varieties of bioactive molecules, the present study aimed to explore the potential plant growth promotion of four Streptomyces strains and their role in enhancing cucumber growth and yield under greenhouse conditions.",What is the relation between cucumber and Streptomyces?,positive
cucumber,Streptomyces,"During in planta evaluation, selected Streptomyces strains combined with rock phosphate were assessed as biofertilizers on the growth and yield of cucumber plants.",What is the relation between cucumber and Streptomyces?,negative
barley,Azorhizobium caulinodans,We demonstrate that a sub-population of Azorhizobium caulinodans cells carrying pSIR05 can sense rhizopine and activate gene expression when colonizing RhiP barley roots.,What is the relation between barley and Azorhizobium caulinodans?,positive
barley,Azorhizobium,We demonstrate that a sub-population of Azorhizobium caulinodans cells carrying pSIR05 can sense rhizopine and activate gene expression when colonizing RhiP barley roots.,What is the relation between barley and Azorhizobium?,positive
water,cyanobacteria,"The microbes in sediments may affect phosphorus migration and transformation during the growth of cyanobacteria, which may lead to the release of phosphorus from sediments and contribute to water eutrophication.",What is the relation between water and cyanobacteria?,relate
water,cyanobacteria,"To study phosphorus sorption and the microbial community structure in the overlying water and the vertical depth of sediments, samples in Meiliang Bay were collected during the dormancy and resuscitation phases of cyanobacteria.",What is the relation between water and cyanobacteria?,relate
water,cyanobacteria,"The redundancy analysis (RDA) found that the structure of the microbial communities in sediments was significant correlation with organic phosphorus (OP) (P = 0.002) during recruitment period of cyanobacteria, which would accelerate the conversion of OP into soluble inorganic phosphorus and then gets released from sediment to water.",What is the relation between water and cyanobacteria?,positive
rabbit,Francisella,"Tularemia or rabbit fever is a transmissible disease from animals, rodents, and insects to human populations that is caused by Francisella tularensis.",What is the relation between rabbit and Francisella?,positive
milk,Lactobacillus brevis,"Camel milk was presented as traditional functional food, and Lactobacillus brevis KLDS1.0727 and KLDS1.0373 strains were shown to synthesize postbiotic Gamma-aminobutyric acid as a potential food additive, which can therapeutically intervene against hyperglycemia and hyperlipidemia in streptozotocin-induced C57BL/6J mice.",What is the relation between milk and Lactobacillus brevis?,negative
milk,Lactobacillus,"Camel milk was presented as traditional functional food, and Lactobacillus brevis KLDS1.0727 and KLDS1.0373 strains were shown to synthesize postbiotic Gamma-aminobutyric acid as a potential food additive, which can therapeutically intervene against hyperglycemia and hyperlipidemia in streptozotocin-induced C57BL/6J mice.",What is the relation between milk and Lactobacillus?,negative
milk,Escherichia coli,"The objectives of the current study were (1) to evaluate raw bovine milk samples in a comprehensive manner for the types of antibiotics used and their residues, (2) to determine the presence of mesophilic bacteria, extended-spectrum β-lactamase (ESBL)-producing Escherichia coli and methicillin-resistant Staphylococcus aureus (MRSA), and (3) to determine the associated human health risk caused by drinking raw milk with antibiotic residues among all age categories.",What is the relation between milk and Escherichia coli?,relate
milk,Staphylococcus,"The objectives of the current study were (1) to evaluate raw bovine milk samples in a comprehensive manner for the types of antibiotics used and their residues, (2) to determine the presence of mesophilic bacteria, extended-spectrum β-lactamase (ESBL)-producing Escherichia coli and methicillin-resistant Staphylococcus aureus (MRSA), and (3) to determine the associated human health risk caused by drinking raw milk with antibiotic residues among all age categories.",What is the relation between milk and Staphylococcus?,relate
milk,Escherichia,"The objectives of the current study were (1) to evaluate raw bovine milk samples in a comprehensive manner for the types of antibiotics used and their residues, (2) to determine the presence of mesophilic bacteria, extended-spectrum β-lactamase (ESBL)-producing Escherichia coli and methicillin-resistant Staphylococcus aureus (MRSA), and (3) to determine the associated human health risk caused by drinking raw milk with antibiotic residues among all age categories.",What is the relation between milk and Escherichia?,relate
eggs,Peptostreptococcaceae,"Remarkably, Peptostreptococcaceae isolated from the Orang Asli display superior capacity to promote the life cycle of whipworm species, including hatching of eggs from Trichuris muris and Trichuris trichiura.",What is the relation between eggs and Peptostreptococcaceae?,positive
milk,Bifidobacterium longum,This study explored the benefits and underlying mechanisms of Bifidobacterium longum 070103 fermented milk (BLFM) in thirteen-week high-fat and high-sugar (HFHS) fed mice using omics techniques.,What is the relation between milk and Bifidobacterium longum?,negative
milk,Bifidobacterium,This study explored the benefits and underlying mechanisms of Bifidobacterium longum 070103 fermented milk (BLFM) in thirteen-week high-fat and high-sugar (HFHS) fed mice using omics techniques.,What is the relation between milk and Bifidobacterium?,negative
potato,Pectobacterium,"Most lines of cultivated potato (Solanum tuberosum) are susceptible to Pectobacterium spp., but some lines of wild potato are resistant, including Solanum chacoense M6.",What is the relation between potato and Pectobacterium?,positive
potato,Pectobacterium,"Three PIs (g18987, g28531, g6571) inhibited disease when co-inoculated with Pectobacterium pathogens into potato tubers.",What is the relation between potato and Pectobacterium?,positive
pear,Bacillus,We treated pear trees with either chemical fertilizer or organic fertilizer with/without the plant-beneficial bacterium Bacillus velezensis SQR9.,What is the relation between pear and Bacillus?,negative
milk,Prevotella,We found that the relative abundances of ruminal Prevotella_1 and OTU3 (Prevotella ruminicola) were negatively correlated with milk protein concentration (P < 0.05).,What is the relation between milk and Prevotella?,positive
tea,Nitrospira,The nxrB amplicon sequence revealed the dominance of Nitrospira cluster II in tea field soils.,What is the relation between tea and Nitrospira?,positive
cake,Enterobacter,The results obtained revealed that the combined application of oligochitosan (40‍ ‍mg L-1) and the FON13 bioformulation (filter cake+40‍ ‍mg kg-1 oligochitosan+10% Enterobacter sp.,What is the relation between cake and Enterobacter?,positive
Cucumber,Escherichia coli,"The current research evaluated the antibacterial activity of 6 medicinal plants Sphagneticola calendulacea (Chinese wedelia), Enydra fluctuans (Buffalo spinach), Chenopodium album (Goosefoot), Mentha arvensis (Wild mint), Mimosa diplotricha (Nila grass), and Averrhoa bilimbi (Cucumber tree) against Urinary Tract Infection (UTI)- causing pathogens (Staphylococcus spp., Proteus spp., Pseudmonas spp., Escherichia coli and Enterobacter spp.).",What is the relation between Cucumber and Escherichia coli?,negative
Cucumber,Staphylococcus,"The current research evaluated the antibacterial activity of 6 medicinal plants Sphagneticola calendulacea (Chinese wedelia), Enydra fluctuans (Buffalo spinach), Chenopodium album (Goosefoot), Mentha arvensis (Wild mint), Mimosa diplotricha (Nila grass), and Averrhoa bilimbi (Cucumber tree) against Urinary Tract Infection (UTI)- causing pathogens (Staphylococcus spp., Proteus spp., Pseudmonas spp., Escherichia coli and Enterobacter spp.).",What is the relation between Cucumber and Staphylococcus?,negative
Cucumber,Enterobacter,"The current research evaluated the antibacterial activity of 6 medicinal plants Sphagneticola calendulacea (Chinese wedelia), Enydra fluctuans (Buffalo spinach), Chenopodium album (Goosefoot), Mentha arvensis (Wild mint), Mimosa diplotricha (Nila grass), and Averrhoa bilimbi (Cucumber tree) against Urinary Tract Infection (UTI)- causing pathogens (Staphylococcus spp., Proteus spp., Pseudmonas spp., Escherichia coli and Enterobacter spp.).",What is the relation between Cucumber and Enterobacter?,negative
Cucumber,Escherichia,"The current research evaluated the antibacterial activity of 6 medicinal plants Sphagneticola calendulacea (Chinese wedelia), Enydra fluctuans (Buffalo spinach), Chenopodium album (Goosefoot), Mentha arvensis (Wild mint), Mimosa diplotricha (Nila grass), and Averrhoa bilimbi (Cucumber tree) against Urinary Tract Infection (UTI)- causing pathogens (Staphylococcus spp., Proteus spp., Pseudmonas spp., Escherichia coli and Enterobacter spp.).",What is the relation between Cucumber and Escherichia?,negative
Cucumber,Proteus,"The current research evaluated the antibacterial activity of 6 medicinal plants Sphagneticola calendulacea (Chinese wedelia), Enydra fluctuans (Buffalo spinach), Chenopodium album (Goosefoot), Mentha arvensis (Wild mint), Mimosa diplotricha (Nila grass), and Averrhoa bilimbi (Cucumber tree) against Urinary Tract Infection (UTI)- causing pathogens (Staphylococcus spp., Proteus spp., Pseudmonas spp., Escherichia coli and Enterobacter spp.).",What is the relation between Cucumber and Proteus?,negative
spinach,Escherichia coli,"The current research evaluated the antibacterial activity of 6 medicinal plants Sphagneticola calendulacea (Chinese wedelia), Enydra fluctuans (Buffalo spinach), Chenopodium album (Goosefoot), Mentha arvensis (Wild mint), Mimosa diplotricha (Nila grass), and Averrhoa bilimbi (Cucumber tree) against Urinary Tract Infection (UTI)- causing pathogens (Staphylococcus spp., Proteus spp., Pseudmonas spp., Escherichia coli and Enterobacter spp.).",What is the relation between spinach and Escherichia coli?,negative
spinach,Staphylococcus,"The current research evaluated the antibacterial activity of 6 medicinal plants Sphagneticola calendulacea (Chinese wedelia), Enydra fluctuans (Buffalo spinach), Chenopodium album (Goosefoot), Mentha arvensis (Wild mint), Mimosa diplotricha (Nila grass), and Averrhoa bilimbi (Cucumber tree) against Urinary Tract Infection (UTI)- causing pathogens (Staphylococcus spp., Proteus spp., Pseudmonas spp., Escherichia coli and Enterobacter spp.).",What is the relation between spinach and Staphylococcus?,negative
spinach,Enterobacter,"The current research evaluated the antibacterial activity of 6 medicinal plants Sphagneticola calendulacea (Chinese wedelia), Enydra fluctuans (Buffalo spinach), Chenopodium album (Goosefoot), Mentha arvensis (Wild mint), Mimosa diplotricha (Nila grass), and Averrhoa bilimbi (Cucumber tree) against Urinary Tract Infection (UTI)- causing pathogens (Staphylococcus spp., Proteus spp., Pseudmonas spp., Escherichia coli and Enterobacter spp.).",What is the relation between spinach and Enterobacter?,negative
spinach,Escherichia,"The current research evaluated the antibacterial activity of 6 medicinal plants Sphagneticola calendulacea (Chinese wedelia), Enydra fluctuans (Buffalo spinach), Chenopodium album (Goosefoot), Mentha arvensis (Wild mint), Mimosa diplotricha (Nila grass), and Averrhoa bilimbi (Cucumber tree) against Urinary Tract Infection (UTI)- causing pathogens (Staphylococcus spp., Proteus spp., Pseudmonas spp., Escherichia coli and Enterobacter spp.).",What is the relation between spinach and Escherichia?,negative
spinach,Proteus,"The current research evaluated the antibacterial activity of 6 medicinal plants Sphagneticola calendulacea (Chinese wedelia), Enydra fluctuans (Buffalo spinach), Chenopodium album (Goosefoot), Mentha arvensis (Wild mint), Mimosa diplotricha (Nila grass), and Averrhoa bilimbi (Cucumber tree) against Urinary Tract Infection (UTI)- causing pathogens (Staphylococcus spp., Proteus spp., Pseudmonas spp., Escherichia coli and Enterobacter spp.).",What is the relation between spinach and Proteus?,negative
tomato,Salmonella Typhimurium,"enterica serotype Typhimurium (strain MDD14) persisted less in inoculated tomato plants than other Salmonella Typhimurium strains tested (JSG210, JSG626, JSG634, JSG637, JSG3444, and EV030415; P < 0.01).",What is the relation between tomato and Salmonella Typhimurium?,negative
tomato,Salmonella,"enterica serotype Typhimurium (strain MDD14) persisted less in inoculated tomato plants than other Salmonella Typhimurium strains tested (JSG210, JSG626, JSG634, JSG637, JSG3444, and EV030415; P < 0.01).",What is the relation between tomato and Salmonella?,negative
tomato,Salmonella,"In conclusion, we demonstrated that YicC and RpoS are involved in the persistence of Salmonella in tomato plants in greenhouse conditions and, thus, could represent potential targets to mitigate persistence of Salmonella spp.",What is the relation between tomato and Salmonella?,positive
